SeqId,Heap3SortNComp,Heap3SortTns,CountingSortNComp,CountingSortTns,
seq_350_96,550475,28100,1485,4000,
seq_350_97,551971,31800,1481,4500,
seq_350_98,553490,29500,1500,4400,
seq_350_99,555005,28000,1486,4300,
seq_400_0,556785,34400,1496,5100,
seq_400_1,558554,33000,1500,4800,
seq_400_2,560338,32800,1482,5600,
seq_400_3,562108,32300,1494,5300,
seq_400_4,563889,33500,1491,5000,
seq_400_5,565682,33300,1482,4900,
seq_400_6,567455,33000,1496,5000,
seq_400_7,569225,39300,1489,4900,
seq_400_8,571026,33100,1496,5400,
seq_400_9,572799,33300,1489,4900,
seq_400_10,574574,32600,1498,4800,
seq_400_11,576356,34600,1499,5400,
seq_400_12,578144,33300,1486,5000,
seq_400_13,579902,34700,1498,4700,
seq_400_14,581695,35300,1491,5600,
seq_400_15,583452,33300,1500,5100,
seq_400_16,585242,33700,1500,4900,
seq_400_17,587015,35000,1497,5700,
seq_400_18,588788,35900,1494,5100,
seq_400_19,590556,34400,1493,5800,
seq_400_20,592342,34200,1493,5100,
seq_400_21,594124,34400,1494,5800,
seq_400_22,595894,34100,1493,5300,
seq_400_23,597658,36300,1492,6600,
seq_400_24,599437,33300,1494,4500,
seq_400_25,601215,33400,1497,8600,
seq_400_26,602989,32800,1497,5300,
seq_400_27,604781,37500,1499,6200,
seq_400_28,606555,31600,1489,4800,
seq_400_29,608316,37200,1496,5200,
seq_400_30,610083,32700,1493,5100,
seq_400_31,611865,38000,1498,4400,
seq_400_32,613643,34600,1496,5000,
seq_400_33,615392,32700,1498,4800,
seq_400_34,617169,32300,1498,5100,
seq_400_35,618956,33300,1498,5200,
seq_400_36,620739,33900,1494,4700,
seq_400_37,622509,39600,1487,6000,
seq_400_38,624264,34700,1488,5900,
seq_400_39,626022,33100,1494,4800,
seq_400_40,627793,32800,1484,4700,
seq_400_41,629568,34300,1496,4800,
seq_400_42,631349,32800,1500,4200,
seq_400_43,633113,34500,1497,5100,
seq_400_44,634895,32700,1496,5600,
seq_400_45,636680,33700,1497,4800,
seq_400_46,638453,33200,1494,5300,
seq_400_47,640239,33300,1493,5400,
seq_400_48,642020,34700,1492,5100,
seq_400_49,643783,33300,1493,4700,
seq_400_50,645544,37900,1500,4700,
seq_400_51,647343,38700,1492,5100,
seq_400_52,649149,40500,1499,6200,
seq_400_53,650931,34800,1498,5300,
seq_400_54,652705,33000,1493,4800,
seq_400_55,654478,33200,1499,4700,
seq_400_56,656248,32300,1490,4400,
seq_400_57,658046,34000,1495,4900,
seq_400_58,659826,33300,1494,4900,
seq_400_59,661611,33500,1500,5400,
seq_400_60,663387,33100,1496,4800,
seq_400_61,665152,32600,1496,4700,
seq_400_62,666944,34100,1496,4700,
seq_400_63,668714,33000,1486,4900,
seq_400_64,670480,37400,1498,7600,
seq_400_65,672252,40200,1499,6100,
seq_400_66,674023,34200,1490,4700,
seq_400_67,675791,37500,1499,4700,
seq_400_68,677579,33000,1497,4800,
seq_400_69,679365,33800,1498,5500,
seq_400_70,681133,33300,1494,5400,
seq_400_71,682895,33100,1495,5000,
seq_400_72,684657,34400,1496,4800,
seq_400_73,686447,33500,1493,5600,
seq_400_74,688213,35600,1492,4600,
seq_400_75,689989,33800,1497,4500,
seq_400_76,691757,32900,1497,5700,
seq_400_77,693541,33700,1496,4600,
seq_400_78,695297,37500,1494,5100,
seq_400_79,697062,33800,1497,5900,
seq_400_80,698857,32500,1486,5400,
seq_400_81,700616,36400,1498,5600,
seq_400_82,702379,33700,1497,4800,
seq_400_83,704180,33500,1492,5200,
seq_400_84,705950,34300,1499,6000,
seq_400_85,707728,33400,1477,5000,
seq_400_86,709516,35200,1498,6200,
seq_400_87,711275,32700,1492,4900,
seq_400_88,713066,33000,1497,5600,
seq_400_89,714866,34000,1479,5100,
seq_400_90,716642,33300,1498,5300,
seq_400_91,718407,34400,1491,6000,
seq_400_92,720184,33600,1498,4600,
seq_400_93,721962,35700,1494,5800,
seq_400_94,723725,34000,1492,4600,
seq_400_95,725491,33500,1499,5100,
seq_400_96,727267,34800,1499,5000,
seq_400_97,729048,33900,1494,5300,
seq_400_98,730828,34000,1493,5100,
seq_400_99,732623,39400,1492,4600,
seq_450_0,734692,47100,1497,9900,
seq_450_1,736761,37600,1492,4900,
seq_450_2,738828,37500,1494,4900,
seq_450_3,740880,39500,1500,5000,
seq_450_4,742925,39900,1491,4600,
seq_450_5,744969,38200,1495,5200,
seq_450_6,747024,36800,1496,5300,
seq_450_7,749030,36500,1498,4600,
seq_450_8,751095,36800,1494,4900,
seq_450_9,753148,37300,1498,4400,
seq_450_10,755202,37200,1481,4900,
seq_450_11,757282,37200,1496,5300,
seq_450_12,759331,36900,1491,5300,
seq_450_13,761381,37400,1499,4900,
seq_450_14,763418,36200,1498,5300,
seq_450_15,765460,40200,1498,5500,
seq_450_16,767509,37200,1499,5800,
seq_450_17,769578,46100,1496,5400,
seq_450_18,771622,50600,1494,6600,
seq_450_19,773679,38400,1497,4500,
seq_450_20,775728,37200,1498,4800,
seq_450_21,777795,36600,1498,5100,
seq_450_22,779835,36900,1493,5400,
seq_450_23,781901,36400,1496,4500,
seq_450_24,783957,37700,1500,5500,
seq_450_25,786021,37200,1495,5700,
seq_450_26,788066,36800,1491,4600,
seq_450_27,790126,37600,1497,5100,
seq_450_28,792161,36800,1485,5300,
seq_450_29,794203,39100,1491,5000,
seq_450_30,796275,39100,1496,5900,
seq_450_31,798318,36700,1496,5300,
seq_450_32,800350,37100,1498,5100,
seq_450_33,802368,36500,1500,5100,
seq_450_34,804422,37200,1496,4800,
seq_450_35,806484,36700,1500,4600,
seq_450_36,808533,37700,1500,6100,
seq_450_37,810582,36400,1498,5300,
seq_450_38,812626,37000,1496,5200,
seq_450_39,814688,45100,1495,7300,
seq_450_40,816757,38000,1493,5800,
seq_450_41,818828,37000,1500,4900,
seq_450_42,820843,36200,1493,4800,
seq_450_43,822908,36800,1497,4900,
seq_450_44,824969,36900,1498,5100,
seq_450_45,827017,37800,1495,5700,
seq_450_46,829059,36300,1499,4700,
seq_450_47,831125,36900,1489,4800,
seq_450_48,833196,37500,1485,4700,
seq_450_49,835245,36900,1492,5200,
seq_450_50,837308,36800,1494,4700,
seq_450_51,839349,41500,1497,5100,
seq_450_52,841395,37100,1497,4600,
seq_450_53,843446,36500,1494,5700,
seq_450_54,845484,37200,1494,4900,
seq_450_55,847566,37100,1497,4900,
seq_450_56,849613,37700,1498,5200,
seq_450_57,851649,37000,1498,5300,
seq_450_58,853689,37900,1496,4600,
seq_450_59,855720,36400,1498,5000,
seq_450_60,857775,37400,1497,4900,
seq_450_61,859830,36900,1493,5000,
seq_450_62,861906,37800,1494,5100,
seq_450_63,863958,37100,1494,5300,
seq_450_64,865990,37900,1485,4800,
seq_450_65,868042,37000,1491,5200,
seq_450_66,870107,38200,1496,5200,
seq_450_67,872162,36900,1499,4500,
seq_450_68,874206,37800,1491,4900,
seq_450_69,876247,36800,1497,4400,
seq_450_70,878304,36500,1489,4400,
seq_450_71,880349,37200,1496,5600,
seq_450_72,882429,37000,1482,4700,
seq_450_73,884503,37800,1496,5000,
seq_450_74,886555,37000,1494,6100,
seq_450_75,888616,37700,1490,5000,
seq_450_76,890670,39700,1499,4700,
seq_450_77,892716,38800,1494,5300,
seq_450_78,894739,37100,1490,4500,
seq_450_79,896781,37200,1499,5500,
seq_450_80,898831,37200,1499,5200,
seq_450_81,900900,37900,1500,4600,
seq_450_82,902951,37500,1492,5100,
seq_450_83,905002,45100,1498,5600,
seq_450_84,907037,37100,1493,5800,
seq_450_85,909087,37400,1500,4200,
seq_450_86,911135,36900,1500,4700,
seq_450_87,913183,37100,1494,4400,
seq_450_88,915250,38900,1498,4800,
seq_450_89,917298,36700,1483,5300,
seq_450_90,919355,36900,1500,5200,
seq_450_91,921416,37300,1500,5700,
seq_450_92,923459,36500,1492,5400,
seq_450_93,925502,43000,1498,5700,
seq_450_94,927569,37900,1492,5500,
seq_450_95,929618,36900,1497,4700,
seq_450_96,931671,37000,1481,4600,
seq_450_97,933718,37200,1498,4600,
seq_450_98,935770,36900,1493,4800,
seq_450_99,937828,36400,1499,4800,
seq_500_0,940153,42400,1495,5400,
seq_500_1,942496,40800,1498,5300,
seq_500_2,944822,41700,1499,5200,
seq_500_3,947158,40500,1495,5200,
seq_500_4,949487,41800,1494,5100,
seq_500_5,951814,42200,1500,5400,
seq_500_6,954135,43400,1499,5100,
seq_500_7,956459,40700,1498,5000,
seq_500_8,958795,41800,1494,5000,
seq_500_9,961119,42400,1498,5300,
seq_500_10,963466,42100,1492,5500,
seq_500_11,965785,40800,1492,5300,
seq_500_12,968126,41600,1494,5000,
seq_500_13,970447,41300,1497,5100,
seq_500_14,972801,41400,1493,8800,
seq_500_15,975140,41800,1497,5200,
seq_500_16,977459,42200,1499,5300,
seq_500_17,979786,41900,1498,4800,
seq_500_18,982104,41700,1483,5400,
seq_500_19,984445,42600,1499,5200,
seq_500_20,986758,43400,1494,7900,
seq_500_21,989080,42000,1492,5300,
seq_500_22,991400,45300,1498,5600,
seq_500_23,993758,42300,1496,4800,
seq_500_24,996093,41200,1493,5100,
seq_500_25,998443,42100,1494,5200,
seq_500_26,1000755,41500,1496,5200,
seq_500_27,1003085,42000,1482,5400,
seq_500_28,1005415,41400,1498,6000,
seq_500_29,1007756,41200,1497,5400,
seq_500_30,1010085,42400,1484,5500,
seq_500_31,1012427,41900,1496,5700,
seq_500_32,1014762,41400,1496,5000,
seq_500_33,1017065,41200,1498,5500,
seq_500_34,1019392,41600,1496,5200,
seq_500_35,1021737,41700,1493,4800,
seq_500_36,1024091,41600,1495,5400,
seq_500_37,1026437,41800,1494,5500,
seq_500_38,1028763,41800,1493,5000,
seq_500_39,1031080,42300,1500,5000,
seq_500_40,1033406,41300,1486,5300,
seq_500_41,1035744,41400,1493,5600,
seq_500_42,1038059,40900,1495,5200,
seq_500_43,1040393,41300,1498,5400,
seq_500_44,1042736,42800,1500,6300,
seq_500_45,1045050,42000,1497,5300,
seq_500_46,1047353,41400,1491,5200,
seq_500_47,1049677,45500,1478,5300,
seq_500_48,1052035,42300,1499,5100,
seq_500_49,1054365,42600,1494,5400,
seq_500_50,1056705,43100,1493,12900,
seq_500_51,1059064,42200,1499,5200,
seq_500_52,1061391,41400,1489,5300,
seq_500_53,1063704,41300,1493,5000,
seq_500_54,1066030,42200,1494,5900,
seq_500_55,1068357,42100,1497,5200,
seq_500_56,1070688,41500,1492,5500,
seq_500_57,1073027,41700,1497,5600,
seq_500_58,1075362,41300,1489,11600,
seq_500_59,1077678,45900,1490,5200,
seq_500_60,1080032,42600,1499,5800,
seq_500_61,1082371,43600,1493,5300,
seq_500_62,1084708,41300,1492,5000,
seq_500_63,1087015,42200,1494,5500,
seq_500_64,1089354,42000,1499,5400,
seq_500_65,1091689,42600,1493,5000,
seq_500_66,1094025,41100,1497,5400,
seq_500_67,1096338,44300,1493,5500,
seq_500_68,1098674,41200,1482,5900,
seq_500_69,1101017,43900,1491,6500,
seq_500_70,1103349,41800,1498,5700,
seq_500_71,1105687,44800,1497,5300,
seq_500_72,1108027,41200,1491,5200,
seq_500_73,1110372,41600,1495,5500,
seq_500_74,1112699,41400,1496,5500,
seq_500_75,1115032,41200,1488,5000,
seq_500_76,1117359,45500,1493,5700,
seq_500_77,1119668,41200,1500,5600,
seq_500_78,1121978,42100,1483,5400,
seq_500_79,1124321,53700,1500,7300,
seq_500_80,1126664,43500,1490,707800,
seq_500_81,1129014,47300,1499,6200,
seq_500_82,1131336,44000,1499,5600,
seq_500_83,1133642,42700,1499,6000,
seq_500_84,1135971,41200,1488,5800,
seq_500_85,1138327,42800,1489,5800,
seq_500_86,1140673,42200,1495,5800,
seq_500_87,1142990,41100,1494,5800,
seq_500_88,1145306,42000,1496,5400,
seq_500_89,1147638,47000,1500,6900,
seq_500_90,1149967,65000,1490,10300,
seq_500_91,1152284,42500,1497,6200,
seq_500_92,1154609,41300,1497,5100,
seq_500_93,1156928,41200,1494,5300,
seq_500_94,1159256,40800,1500,5400,
seq_500_95,1161585,42400,1484,6400,
seq_500_96,1163921,41300,1500,5300,
seq_500_97,1166269,41500,1499,5200,
seq_500_98,1168596,42900,1486,5400,
seq_500_99,1170926,42900,1496,5700,
seq_550_0,1173556,118700,1488,7200,
seq_550_1,1176152,51000,1498,6300,
seq_550_2,1178785,47200,1495,5900,
seq_550_3,1181396,47800,1492,5800,
seq_550_4,1184026,46000,1492,5700,
seq_550_5,1186648,46300,1496,5600,
seq_550_6,1189252,47500,1498,5900,
seq_550_7,1191890,46400,1498,5500,
seq_550_8,1194515,46900,1496,6300,
seq_550_9,1197139,47500,1492,6200,
seq_550_10,1199750,47000,1499,5600,
seq_550_11,1202371,49800,1497,6600,
seq_550_12,1204995,46000,1499,5300,
seq_550_13,1207622,46100,1495,6100,
seq_550_14,1210265,46700,1490,14700,
seq_550_15,1212884,47300,1500,5400,
seq_550_16,1215489,45500,1499,5900,
seq_550_17,1218105,46800,1499,5900,
seq_550_18,1220725,46400,1500,6400,
seq_550_19,1223351,51200,1498,7300,
seq_550_20,1225941,104300,1500,11700,
seq_550_21,1228542,48200,1495,6200,
seq_550_22,1231146,48800,1491,6900,
seq_550_23,1233770,49800,1497,5500,
seq_550_24,1236387,54600,1493,6600,
seq_550_25,1239004,51200,1486,6400,
seq_550_26,1241601,49100,1497,6700,
seq_550_27,1244200,47800,1499,5800,
seq_550_28,1246804,47500,1491,6600,
seq_550_29,1249428,47900,1498,6300,
seq_550_30,1252044,46600,1486,6100,
seq_550_31,1254654,49700,1498,7500,
seq_550_32,1257277,51100,1494,6300,
seq_550_33,1259885,51700,1495,8100,
seq_550_34,1262489,50800,1495,6200,
seq_550_35,1265100,48500,1493,6200,
seq_550_36,1267700,46900,1497,5400,
seq_550_37,1270329,46300,1490,5200,
seq_550_38,1272983,48400,1498,5700,
seq_550_39,1275601,45900,1499,5600,
seq_550_40,1278208,52400,1489,7200,
seq_550_41,1280829,62900,1497,13200,
seq_550_42,1283440,50600,1499,5800,
seq_550_43,1286052,51200,1499,6200,
seq_550_44,1288642,48000,1497,4800,
seq_550_45,1291259,48200,1497,5300,
seq_550_46,1293891,50600,1497,5900,
seq_550_47,1296484,49300,1492,5600,
seq_550_48,1299100,47900,1498,5400,
seq_550_49,1301699,47800,1496,5700,
seq_550_50,1304339,49300,1500,5400,
seq_550_51,1306946,47200,1498,5400,
seq_550_52,1309569,48500,1495,5400,
seq_550_53,1312201,48500,1496,5700,
seq_550_54,1314813,47600,1499,6100,
seq_550_55,1317431,47600,1498,5400,
seq_550_56,1320033,47100,1496,5700,
seq_550_57,1322643,48500,1499,5800,
seq_550_58,1325234,48200,1495,5800,
seq_550_59,1327878,47300,1488,5600,
seq_550_60,1330511,47800,1497,5800,
seq_550_61,1333132,47900,1496,5700,
seq_550_62,1335744,48200,1496,5700,
seq_550_63,1338374,48500,1494,6100,
seq_550_64,1340989,48500,1500,7700,
seq_550_65,1343625,47500,1497,5600,
seq_550_66,1346263,47400,1495,5600,
seq_550_67,1348863,49700,1497,5500,
seq_550_68,1351442,47400,1494,5900,
seq_550_69,1354062,48500,1499,6400,
seq_550_70,1356641,47600,1497,6000,
seq_550_71,1359247,48000,1498,5700,
seq_550_72,1361895,49100,1500,5700,
seq_550_73,1364505,48300,1492,5200,
seq_550_74,1367136,48300,1498,5800,
seq_550_75,1369759,48900,1492,6100,
seq_550_76,1372381,48800,1492,5500,
seq_550_77,1374983,46900,1490,5800,
seq_550_78,1377592,48500,1498,5900,
seq_550_79,1380203,47200,1500,5300,
seq_550_80,1382821,47700,1497,5900,
seq_550_81,1385441,52900,1496,5300,
seq_550_82,1388075,55100,1498,6300,
seq_550_83,1390706,53400,1495,7500,
seq_550_84,1393315,47200,1498,5500,
seq_550_85,1395916,49500,1499,5200,
seq_550_86,1398537,49300,1497,5900,
seq_550_87,1401145,47300,1496,5600,
seq_550_88,1403761,51200,1498,5700,
seq_550_89,1406384,47200,1500,5200,
seq_550_90,1408997,48600,1500,7500,
seq_550_91,1411606,50600,1498,5700,
seq_550_92,1414231,48400,1499,5400,
seq_550_93,1416857,47900,1496,6000,
seq_550_94,1419471,47700,1495,5400,
seq_550_95,1422097,50000,1494,5300,
seq_550_96,1424725,47700,1499,5600,
seq_550_97,1427357,48200,1497,5400,
seq_550_98,1429960,48000,1494,5900,
seq_550_99,1432583,49000,1498,5600,
seq_600_0,1435483,54300,1489,5800,
seq_600_1,1438375,61000,1493,6200,
seq_600_2,1441274,62400,1498,7900,
seq_600_3,1444194,61400,1496,6400,
seq_600_4,1447087,58000,1493,6500,
seq_600_5,1449999,55900,1500,5900,
seq_600_6,1452895,53000,1490,5800,
seq_600_7,1455803,53700,1497,6400,
seq_600_8,1458712,59600,1493,6100,
seq_600_9,1461612,59900,1500,6100,
seq_600_10,1464515,53600,1500,6300,
seq_600_11,1467423,52200,1498,5900,
seq_600_12,1470329,56600,1494,6400,
seq_600_13,1473262,84400,1496,10800,
seq_600_14,1476162,56300,1492,5900,
seq_600_15,1479078,53700,1497,6200,
seq_600_16,1482004,53200,1500,5800,
seq_600_17,1484907,52800,1495,6500,
seq_600_18,1487827,58300,1492,6800,
seq_600_19,1490732,52300,1495,8600,
seq_600_20,1493621,54500,1487,6300,
seq_600_21,1496535,55800,1499,5600,
seq_600_22,1499441,123500,1496,12000,
seq_600_23,1502334,67100,1493,10300,
seq_600_24,1505236,54600,1500,5500,
seq_600_25,1508132,53300,1497,18300,
seq_600_26,1511042,55200,1498,7100,
seq_600_27,1513936,54400,1500,7400,
seq_600_28,1516831,52400,1487,6800,
seq_600_29,1519743,53700,1497,6300,
seq_600_30,1522670,53400,1490,6100,
seq_600_31,1525578,53200,1498,6300,
seq_600_32,1528498,59500,1498,6400,
seq_600_33,1531394,52300,1495,6300,
seq_600_34,1534313,57100,1495,6300,
seq_600_35,1537230,60300,1499,6000,
seq_600_36,1540153,53500,1497,6400,
seq_600_37,1543052,53400,1499,6100,
seq_600_38,1545928,54700,1491,5900,
seq_600_39,1548829,54700,1500,6400,
seq_600_40,1551736,54100,1496,6100,
seq_600_41,1554639,60300,1495,7600,
seq_600_42,1557554,54300,1492,5900,
seq_600_43,1560478,55700,1497,6600,
seq_600_44,1563384,59800,1491,6500,
seq_600_45,1566279,54200,1499,6500,
seq_600_46,1569176,54600,1497,6600,
seq_600_47,1572079,54100,1489,6100,
seq_600_48,1574986,55900,1496,6200,
seq_600_49,1577897,53000,1499,6400,
seq_600_50,1580804,143000,1488,12100,
seq_600_51,1583727,58000,1499,6600,
seq_600_52,1586637,54200,1500,6000,
seq_600_53,1589517,54600,1490,6900,
seq_600_54,1592436,53000,1499,6100,
seq_600_55,1595332,53300,1497,15900,
seq_600_56,1598255,54800,1492,5900,
seq_600_57,1601186,54000,1496,6000,
seq_600_58,1604086,54800,1492,6300,
seq_600_59,1606983,66200,1500,6700,
seq_600_60,1609887,54900,1492,5900,
seq_600_61,1612786,59100,1497,6700,
seq_600_62,1615678,53200,1499,6900,
seq_600_63,1618587,52300,1492,6200,
seq_600_64,1621497,54800,1499,6100,
seq_600_65,1624401,53800,1499,6100,
seq_600_66,1627297,54100,1499,7100,
seq_600_67,1630164,55000,1497,6500,
seq_600_68,1633072,55700,1494,6100,
seq_600_69,1635988,58100,1491,6800,
seq_600_70,1638873,54500,1494,6000,
seq_600_71,1641770,51900,1484,6000,
seq_600_72,1644679,54900,1497,6500,
seq_600_73,1647599,53600,1495,6800,
seq_600_74,1650495,53500,1490,5600,
seq_600_75,1653406,54500,1500,6000,
seq_600_76,1656294,53800,1488,6100,
seq_600_77,1659200,54700,1494,6200,
seq_600_78,1662107,56500,1497,6300,
seq_600_79,1664997,59500,1496,7700,
seq_600_80,1667869,55700,1493,5800,
seq_600_81,1670783,55500,1499,6600,
seq_600_82,1673673,54600,1496,5900,
seq_600_83,1676576,55000,1500,6100,
seq_600_84,1679465,53600,1498,6500,
seq_600_85,1682367,57600,1497,10500,
seq_600_86,1685280,54200,1500,6400,
seq_600_87,1688184,58600,1496,6700,
seq_600_88,1691106,54800,1500,5700,
seq_600_89,1694030,52200,1500,5800,
seq_600_90,1696901,55700,1490,5800,
seq_600_91,1699794,55200,1498,6600,
seq_600_92,1702710,53300,1499,6400,
seq_600_93,1705595,54100,1496,6500,
seq_600_94,1708508,54900,1498,6500,
seq_600_95,1711421,53200,1495,5900,
seq_600_96,1714326,55000,1498,5800,
seq_600_97,1717208,56900,1487,6300,
seq_600_98,1720099,54000,1499,5600,
seq_600_99,1722978,55400,1498,5800,
seq_650_0,1726180,58900,1500,7100,
seq_650_1,1729357,59500,1489,6400,
seq_650_2,1732533,61400,1500,6500,
seq_650_3,1735727,58200,1495,7000,
seq_650_4,1738894,58600,1489,7000,
seq_650_5,1742095,59200,1488,6700,
seq_650_6,1745303,64300,1496,6500,
seq_650_7,1748507,58000,1496,7500,
seq_650_8,1751713,61500,1494,7800,
seq_650_9,1754920,58400,1500,8200,
seq_650_10,1758122,59900,1496,7200,
seq_650_11,1761264,61500,1498,6900,
seq_650_12,1764464,58300,1498,6800,
seq_650_13,1767689,56900,1492,6800,
seq_650_14,1770901,82200,1495,14300,
seq_650_15,1774079,71400,1494,6700,
seq_650_16,1777269,59800,1500,6700,
seq_650_17,1780456,62000,1495,7400,
seq_650_18,1783656,59900,1496,7300,
seq_650_19,1786853,59700,1493,7100,
seq_650_20,1790045,60600,1500,7900,
seq_650_21,1793256,61300,1497,8100,
seq_650_22,1796446,72100,1498,7500,
seq_650_23,1799654,83000,1497,6800,
seq_650_24,1802850,60800,1498,6000,
seq_650_25,1806022,59800,1496,7100,
seq_650_26,1809223,59600,1491,6700,
seq_650_27,1812447,62600,1496,7500,
seq_650_28,1815653,57500,1497,6500,
seq_650_29,1818840,58300,1500,6400,
seq_650_30,1822008,78000,1498,7000,
seq_650_31,1825217,59700,1500,6000,
seq_650_32,1828400,65500,1497,8000,
seq_650_33,1831578,59700,1493,7700,
seq_650_34,1834798,58800,1498,7200,
seq_650_35,1837983,58100,1495,7700,
seq_650_36,1841178,63000,1497,10200,
seq_650_37,1844358,89300,1500,8200,
seq_650_38,1847554,58700,1495,7400,
seq_650_39,1850742,59100,1493,7100,
seq_650_40,1853939,67600,1494,6900,
seq_650_41,1857147,61900,1487,7600,
seq_650_42,1860323,58500,1498,7400,
seq_650_43,1863513,59600,1499,6800,
seq_650_44,1866676,59800,1494,7100,
seq_650_45,1869864,59300,1493,7000,
seq_650_46,1873060,62300,1495,7100,
seq_650_47,1876242,59000,1500,7100,
seq_650_48,1879437,103000,1493,7000,
seq_650_49,1882616,62600,1499,6000,
seq_650_50,1885819,58000,1498,7200,
seq_650_51,1889017,59200,1495,6500,
seq_650_52,1892213,61200,1499,7100,
seq_650_53,1895393,64500,1499,6500,
seq_650_54,1898592,59900,1500,8600,
seq_650_55,1901799,59800,1498,6700,
seq_650_56,1904979,60200,1499,6400,
seq_650_57,1908174,128300,1498,9700,
seq_650_58,1911406,61900,1494,7300,
seq_650_59,1914582,57400,1499,7000,
seq_650_60,1917758,59700,1500,7300,
seq_650_61,1920940,76700,1499,6900,
seq_650_62,1924128,68600,1498,7800,
seq_650_63,1927340,58100,1492,6400,
seq_650_64,1930540,60100,1498,6600,
seq_650_65,1933731,59700,1499,6700,
seq_650_66,1936938,65900,1498,6800,
seq_650_67,1940137,59000,1499,7100,
seq_650_68,1943330,60200,1500,7300,
seq_650_69,1946530,138800,1500,13200,
seq_650_70,1949733,58900,1493,6600,
seq_650_71,1952911,61000,1496,6000,
seq_650_72,1956079,59300,1500,6100,
seq_650_73,1959302,59600,1495,7800,
seq_650_74,1962488,135400,1495,9300,
seq_650_75,1965713,66200,1500,5800,
seq_650_76,1968918,59300,1497,6400,
seq_650_77,1972118,60400,1499,6700,
seq_650_78,1975335,59300,1496,7100,
seq_650_79,1978515,59900,1490,7400,
seq_650_80,1981697,64500,1493,6800,
seq_650_81,1984898,58200,1492,7300,
seq_650_82,1988097,60200,1495,6500,
seq_650_83,1991289,64900,1498,6300,
seq_650_84,1994478,61800,1498,7200,
seq_650_85,1997678,63600,1497,6600,
seq_650_86,2000886,59800,1497,6300,
seq_650_87,2004079,58500,1491,7000,
seq_650_88,2007270,58800,1499,7700,
seq_650_89,2010482,59700,1496,7800,
seq_650_90,2013662,58800,1499,7700,
seq_650_91,2016890,126000,1495,13300,
seq_650_92,2020096,61400,1500,6900,
seq_650_93,2023299,64300,1496,6000,
seq_650_94,2026510,58600,1500,7300,
seq_650_95,2029699,59000,1495,7300,
seq_650_96,2032893,59700,1499,7100,
seq_650_97,2036061,59800,1496,6900,
seq_650_98,2039271,60600,1497,7600,
seq_650_99,2042443,61600,1498,7700,
seq_700_0,2045950,68300,1499,6100,
seq_700_1,2049440,64700,1495,7200,
seq_700_2,2052930,66400,1492,6900,
seq_700_3,2056434,64600,1499,7000,
seq_700_4,2059952,66100,1495,6700,
seq_700_5,2063397,65700,1500,7200,
seq_700_6,2066874,66000,1498,7100,
seq_700_7,2070338,64700,1498,7200,
seq_700_8,2073841,70300,1499,5900,
seq_700_9,2077337,149700,1499,16300,
seq_700_10,2080836,68600,1499,6600,
seq_700_11,2084346,66500,1500,7000,
seq_700_12,2087792,64900,1500,7000,
seq_700_13,2091292,65700,1500,6400,
seq_700_14,2094771,64900,1499,7300,
seq_700_15,2098235,64700,1495,7400,
seq_700_16,2101737,67200,1499,6500,
seq_700_17,2105200,74700,1498,7300,
seq_700_18,2108690,74000,1494,7000,
seq_700_19,2112160,69300,1497,7500,
seq_700_20,2115630,66200,1495,6500,
seq_700_21,2119115,64800,1497,7100,
seq_700_22,2122612,64200,1497,7600,
seq_700_23,2126097,64000,1497,7700,
seq_700_24,2129600,65700,1497,6900,
seq_700_25,2133106,73900,1494,8000,
seq_700_26,2136595,65300,1499,7100,
seq_700_27,2140077,64000,1493,7600,
seq_700_28,2143540,64900,1500,7400,
seq_700_29,2147019,65500,1500,7800,
seq_700_30,2150502,64800,1499,7300,
seq_700_31,2154016,66800,1496,7000,
seq_700_32,2157539,77600,1496,10400,
seq_700_33,2161041,71000,1498,8000,
seq_700_34,2164517,64700,1499,7500,
seq_700_35,2168046,67100,1500,6700,
seq_700_36,2171528,65500,1498,7100,
seq_700_37,2175008,64600,1493,7200,
seq_700_38,2178475,64700,1497,7800,
seq_700_39,2181973,161600,1488,14100,
seq_700_40,2185459,259200,1499,11200,
seq_700_41,2188968,65300,1496,8300,
seq_700_42,2192449,66500,1498,6900,
seq_700_43,2195939,64700,1494,6700,
seq_700_44,2199417,64100,1494,7600,
seq_700_45,2202897,64100,1489,6900,
seq_700_46,2206377,68800,1493,7300,
seq_700_47,2209845,74100,1498,7400,
seq_700_48,2213341,73500,1491,7000,
seq_700_49,2216826,67200,1496,6700,
seq_700_50,2220307,68400,1491,6900,
seq_700_51,2223766,65100,1497,6400,
seq_700_52,2227263,64200,1499,7600,
seq_700_53,2230748,65100,1498,8100,
seq_700_54,2234247,73900,1500,7900,
seq_700_55,2237764,64600,1489,6700,
seq_700_56,2241245,73200,1499,13300,
seq_700_57,2244727,65200,1498,7500,
seq_700_58,2248194,66100,1492,7300,
seq_700_59,2251673,64200,1498,7500,
seq_700_60,2255191,65900,1498,6900,
seq_700_61,2258690,101400,1491,14200,
seq_700_62,2262188,69700,1498,6900,
seq_700_63,2265677,74500,1493,6500,
seq_700_64,2269168,70200,1499,7000,
seq_700_65,2272681,66700,1499,6500,
seq_700_66,2276150,63400,1493,7100,
seq_700_67,2279659,65700,1494,7000,
seq_700_68,2283132,65900,1500,6700,
seq_700_69,2286628,67400,1496,9500,
seq_700_70,2290097,62500,1492,7200,
